,Effective user ID,Stream name,Namespace ID,Event count,Sessions,Purchase revenue,Transactions,Key events,Unnamed: 8,Source
77,1014075212.174502,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
78,1170783970.1745017,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
79,1376640095.1745038,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
80,1377218231.174503,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
81,1684195213.1745045,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
82,1830056530.1745012,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
83,2026442629.1745045,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
84,438845078.1745035,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
85,568010840.1745024,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
86,781481453.1745024,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
87,80650876.17450136,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
88,9058264.17450221,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
89,972846117.1745017,Super Graphic Store,ANONYMOUS,3,1,0,0,0,,2
